Year,date,chatGPT,Generative AI,GPT-4,Artificial Intelligence,isPartial,Country Name,Country Code,Indicator Name,Internet Usage (%)
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),64.1
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Cambodia,KHM,Individuals using the Internet (% of population),52.3059
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Kiribati,KIR,Individuals using the Internet (% of population),42.9917
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),69.4
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,"Korea, Rep.",KOR,Individuals using the Internet (% of population),96.1576
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Kuwait,KWT,Individuals using the Internet (% of population),99.5427
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),68.1671173718131
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Lao PDR,LAO,Individuals using the Internet (% of population),47.0323
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Lebanon,LBN,Individuals using the Internet (% of population),84.3
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Liberia,LBR,Individuals using the Internet (% of population),23.4826
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Libya,LBY,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,St. Lucia,LCA,Individuals using the Internet (% of population),72.5
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Latin America & Caribbean,LCN,Individuals using the Internet (% of population),68.0
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),22.9745728109676
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Low income,LIC,Individuals using the Internet (% of population),17.5
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Liechtenstein,LIE,Individuals using the Internet (% of population),93.1461
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Sri Lanka,LKA,Individuals using the Internet (% of population),32.0
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Lower middle income,LMC,Individuals using the Internet (% of population),33.7
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Low & middle income,LMY,Individuals using the Internet (% of population),45.7025830851034
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Lesotho,LSO,Individuals using the Internet (% of population),42.3017
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Late-demographic dividend,LTE,Individuals using the Internet (% of population),68.1727844887852
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Lithuania,LTU,Individuals using the Internet (% of population),81.5819
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Luxembourg,LUX,Individuals using the Internet (% of population),97.1206
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Latvia,LVA,Individuals using the Internet (% of population),86.1355
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,"Macao SAR, China",MAC,Individuals using the Internet (% of population),86.4679
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,St. Martin (French part),MAF,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Morocco,MAR,Individuals using the Internet (% of population),84.1204
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Monaco,MCO,Individuals using the Internet (% of population),83.3397
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Moldova,MDA,Individuals using the Internet (% of population),57.7605
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Madagascar,MDG,Individuals using the Internet (% of population),11.8314
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Maldives,MDV,Individuals using the Internet (% of population),77.4697
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Middle East & North Africa,MEA,Individuals using the Internet (% of population),63.4
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Mexico,MEX,Individuals using the Internet (% of population),69.6321
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Marshall Islands,MHL,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Middle income,MIC,Individuals using the Internet (% of population),48.7240934271491
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,North Macedonia,MKD,Individuals using the Internet (% of population),81.4129
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Mali,MLI,Individuals using the Internet (% of population),22.3111
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Malta,MLT,Individuals using the Internet (% of population),85.7786
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Myanmar,MMR,Individuals using the Internet (% of population),48.1377
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),62.2591271206562
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Montenegro,MNE,Individuals using the Internet (% of population),73.4767
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Mongolia,MNG,Individuals using the Internet (% of population),51.08
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Northern Mariana Islands,MNP,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Mozambique,MOZ,Individuals using the Internet (% of population),14.6386
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Mauritania,MRT,Individuals using the Internet (% of population),42.3207
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Mauritius,MUS,Individuals using the Internet (% of population),61.73
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Malawi,MWI,Individuals using the Internet (% of population),14.6
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Malaysia,MYS,Individuals using the Internet (% of population),84.1871
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,North America,NAC,Individuals using the Internet (% of population),89.7
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Namibia,NAM,Individuals using the Internet (% of population),49.8
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,New Caledonia,NCL,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Niger,NER,Individuals using the Internet (% of population),16.6119
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Nigeria,NGA,Individuals using the Internet (% of population),29.7
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Nicaragua,NIC,Individuals using the Internet (% of population),44.9164
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Netherlands,NLD,Individuals using the Internet (% of population),93.2886
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Norway,NOR,Individuals using the Internet (% of population),98.0
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Nepal,NPL,Individuals using the Internet (% of population),34.8055
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Nauru,NRU,Individuals using the Internet (% of population),74.7379
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,New Zealand,NZL,Individuals using the Internet (% of population),89.8637
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,OECD members,OED,Individuals using the Internet (% of population),84.7775332216835
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Oman,OMN,Individuals using the Internet (% of population),90.2594
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Other small states,OSS,Individuals using the Internet (% of population),67.4099311025576
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Pakistan,PAK,Individuals using the Internet (% of population),17.0709
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Panama,PAN,Individuals using the Internet (% of population),63.6284
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Peru,PER,Individuals using the Internet (% of population),59.9505
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Philippines,PHL,Individuals using the Internet (% of population),43.0266
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Palau,PLW,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Papua New Guinea,PNG,Individuals using the Internet (% of population),19.9783
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Poland,POL,Individuals using the Internet (% of population),80.4359
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Pre-demographic dividend,PRE,Individuals using the Internet (% of population),23.0242270771519
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Puerto Rico,PRI,Individuals using the Internet (% of population),77.7364
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Portugal,PRT,Individuals using the Internet (% of population),75.3464
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Paraguay,PRY,Individuals using the Internet (% of population),68.5176
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,West Bank and Gaza,PSE,Individuals using the Internet (% of population),70.6226
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Pacific island small states,PSS,Individuals using the Internet (% of population),54.5144095663583
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Post-demographic dividend,PST,Individuals using the Internet (% of population),87.4760323865912
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,French Polynesia,PYF,Individuals using the Internet (% of population),
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Qatar,QAT,Individuals using the Internet (% of population),99.6528
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Romania,ROU,Individuals using the Internet (% of population),73.6575
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Russian Federation,RUS,Individuals using the Internet (% of population),82.6422
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Rwanda,RWA,Individuals using the Internet (% of population),21.358
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,South Asia,SAS,Individuals using the Internet (% of population),27.9665269357925
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Saudi Arabia,SAU,Individuals using the Internet (% of population),95.7247
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Sudan,SDN,Individuals using the Internet (% of population),25.9
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Senegal,SEN,Individuals using the Internet (% of population),43.4
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Singapore,SGP,Individuals using the Internet (% of population),88.9493
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Solomon Islands,SLB,Individuals using the Internet (% of population),28.7
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,Sierra Leone,SLE,Individuals using the Internet (% of population),20.8
2019,2019-12-15 00:00:00,0.0,0.0,0.0,0.6,0.0,El Salvador,SLV,Individuals using the Internet (% of population),50.4912
